head_entity	relation	tail_entity	ID
FireEye	sec_active_time	2016	797
APT32	hacker_active_time	2016	798
media	idus_located_at	Vietnamese	799
APT32	relate_to	Vietnamese	800
APT32	target_industry	media	801
FireEye	find	APT32	802
APT32	hacker_active_time	2014	803
APT32	use_way	spear-phishing attachment	804
APT32	have_file	Vietnam.exe	805
FireEye	sec_active_time	2014	806
APT32	hacker_active_time	2014	807
FireEye	find	APT32	808
APT32	target_industry	foreign corporations	809
APT32	relate_to	Vietnam	810
APT32	target_industry	manufacturing	811
APT32	target_industry	consumer products	812
APT32	target_organization	hospitality sectors	813
foreign corporations	idus_located_at	Vietnam	814
manufacturing	idus_located_at	Vietnam	815
consumer products	idus_located_at	Vietnam	816
hospitality sectors	org_located_at	Vietnam	817
APT32	use_tool	WINDSHIELD	818
APT32	use_tool	KOMPROGO	819
APT32	use_tool	SOUNDBITE	820
APT32	use_tool	PHOREAL	821
actor	hacker_active_time	2017	822
actor	target_industry	social engineering	823
actor	relate_to	Vietnam	824
actor	target_organization	diaspora	825
actor	relate_to	Australia	826
actor	target_organization	government employees	827
actor	relate_to	Philippines	828
diaspora	org_located_at	Vietnam	829
diaspora	org_located_at	Australia	830
government employees	org_located_at	Philippines	831
APT32	use_tool	Cobalt Strike BEACON backdoor	832
APT32	use_tool	Cobalt Strike backdoor	833
FireEye	find	operators	834
operators	relate_to	Vietnamese	835
FireEye	find	APT32	836
FireEye	find	cyber espionage group	837
APT32	relate_to	Vietnamese	838
cyber espionage group	relate_to	Vietnamese	839
OceanLotus	relate_to	Vietnam-based	840
APT32	relate_to	Vietnam-based	841
APT group	relate_to	Vietnam-based	842
Volexity	find	threat actor	843
Volexity	find	OceanLotus	844
Volexity	find	threat actor	845
threat actor	relate_to	Vietnam	846
Volexity	find	OceanLotus	847
OceanLotus	relate_to	Vietnam	848
APT32	use_tool	customized PowerShell	849
APT32	use_tool	Cobalt Strike	850
APT32	use_tool	PowerSploit	851
APT32	use_tool	Nishang	852
group	relate_to	Iranian	853
APT33	relate_to	Iranian	854
APT33	launch	cyber espionage operations	855
APT33	hacker_active_time	2013	856
group	launch	cyber espionage operations	857
group	hacker_active_time	2013	858
APT33	relate_to	Iranian	859
APT33	target_industry	spanning multiple industries	860
APT33	relate_to	United States	861
APT33	relate_to	Saudi Arabia	862
APT33	relate_to	South Korea	863
spanning multiple industries	idus_located_at	United States	864
spanning multiple industries	idus_located_at	Saudi Arabia	865
spanning multiple industries	idus_located_at	South Korea	866
Cybereason	find	OceanLotus Group	867
Cybereason	find	threat actor	868
OceanLotus Group	use_tool	Backdoor.Win32.Denis	869
threat actor	use_tool	Backdoor.Win32.Denis	870
APT33	target_organization	aviation sector	871
APT33	target_organization	energy sector	872
APT33	target_industry	petrochemical	873
APT33	hacker_active_time	mid-2016	874
APT33	hacker_active_time	early 2017	875
APT33	relate_to	U.S.	876
APT33	target_organization	organization	877
APT33	target_organization	aerospace sector	878
APT33	target_organization	business conglomerate	879
APT33	relate_to	Saudi Arabia	880
organization	org_located_at	U.S.	881
aerospace sector	org_located_at	U.S.	882
business conglomerate	org_located_at	Saudi Arabia	883
APT33	hacker_active_time	mid-2016	884
APT33	hacker_active_time	early 2017	885
APT33	relate_to	Saudi Arabia	886
APT33	relate_to	U.S.	887
APT33	target_organization	aerospace sector	888
aerospace sector	org_located_at	Saudi Arabia	889
aerospace sector	org_located_at	U.S.	890
APT33	relate_to	South Korea	891
APT33	target_industry	oil refining	892
APT33	target_industry	petrochemicals	893
oil refining	idus_located_at	South Korea	894
petrochemicals	idus_located_at	South Korea	895
APT33	hacker_active_time	May 2017	896
APT33	relate_to	Saudi	897
APT33	target_organization	organization	898
APT33	relate_to	South Korean	899
APT33	target_organization	business conglomerate	900
APT33	have_file	malicious file	901
APT33	relate_to	Saudi Arabian	902
APT33	target_organization	petrochemical company	903
organization	org_located_at	Saudi	904
business conglomerate	org_located_at	South Korean	905
petrochemical company	org_located_at	Saudi Arabian	906
APT33	hacker_active_time	May 2017	907
APT33	relate_to	Saudi	908
APT33	relate_to	South Korea	909
APT33	have_file	malicious file	910
APT33	relate_to	Saudi Arabia	911
APT33	relate_to	Saudi Arabia	912
APT33	have_purpose	military aviation capabilities	913
APT33	relate_to	Iran	914
APT33	have_purpose	domestic aviation capabilities	915
APT33	relate_to	Iran	916
APT33	target_industry	military	917
APT33	relate_to	Saudi Arabia	918
military	idus_located_at	Iran	919
APT33	relate_to	Saudi Arabia	920
APT33	have_purpose	military aviation capabilities	921
APT33	relate_to	Iran	922
APT33	have_purpose	domestic aviation capabilities	923
APT33	relate_to	Iran	924
APT33	target_industry	military	925
APT33	relate_to	Saudi Arabia	926
military	idus_located_at	Iran	927
threat groups	target_industry	energy	928
actors	target_industry	energy	929
threat groups	target_industry	petrochemicals	930
actors	target_industry	petrochemicals	931
threat groups	relate_to	Iranian	932
actors	relate_to	Iranian	933
threat groups	relate_to	Iranian	934
actors	relate_to	Iranian	935
APT33	use_way	spear phishing emails	936
APT33	target_organization	employees	937
APT33	target_industry	aviation industry	938
APT33	relate_to	Saudi Arabian	939
APT33	target_organization	aviation companies	940
APT33	relate_to	Western	941
APT33	relate_to	Saudi	942
APT33	have_purpose	military	943
APT33	have_purpose	commercial fleet	944
aviation companies	org_located_at	Saudi Arabian	945
APT33	target_industry	aerospace	946
APT33	target_industry	energy	947
threat actor	target_industry	aerospace	948
threat actor	target_industry	energy	949
APT33	relate_to	Iranian	950
APT33	relate_to	Iranian	951
threat groups	relate_to	Iranian	952
threat groups	relate_to	Iranian	953
APT33	relate_to	Iranian	954
APT33	relate_to	Iranian	955
APT33	use_tool	name servers	956
APT33	relate_to	Iranian	957
APT33	use_tool	NANOCORE	958
APT33	use_tool	NETWIRE	959
APT33	use_tool	ALFA Shell	960
APT33	relate_to	Iranian	961
APT33	relate_to	Iranian	962
APT33	relate_to	Iranian	963
hackers	use_tool	NANOCORE	964
threat groups	use_tool	NANOCORE	965
hackers	use_tool	NETWIRE	966
threat groups	use_tool	NETWIRE	967
hackers	use_tool	ALFA Shell	968
threat groups	use_tool	ALFA Shell	969
hackers	relate_to	Iranian	970
threat groups	relate_to	Iranian	971
hackers	relate_to	Iranian	972
threat groups	relate_to	Iranian	973
hackers	relate_to	Iranian	974
threat groups	relate_to	Iranian	975
APT33	target_industry	aviation	976
APT33	target_industry	military	977
APT33	relate_to	Iran	978
APT33	have_purpose	aviation capabilities	979
APT33	relate_to	Iran	980
APT33	target_industry	military	981
APT33	have_purpose	strategic decision making	982
military	idus_located_at	Iran	983
military	idus_located_at	Iran	984
APT33	target_industry	aerospace	985
APT33	target_organization	energy sectors	986
APT33	target_industry	government	987
APT33	target_industry	military	988
APT33	target_industry	aviation	989
APT33	have_purpose	military aviation capabilities	990
APT33	relate_to	Iran	991
APT33	target_industry	aviation	992
APT33	relate_to	Iran	993
APT33	target_industry	military	994
aviation	idus_located_at	Iran	995
military	idus_located_at	Iran	996
Elfin	relate_to	Saudi Arabia	997
Elfin	relate_to	United States	998
espionage group	relate_to	Saudi Arabia	999
espionage group	relate_to	United States	1000
APT33	relate_to	Saudi Arabia	1001
APT33	relate_to	United States	1002
FireEye 's Advanced Practices	sec_active_time	May 16 , 2019	1003
FireEye 's Advanced Practices	find	APT33	1004
APT33	launch	APT33 activity	1005
APT33	relate_to	Iranian	1006
Elfin group	relate_to	Saudi Arabia	1007
Elfin group	relate_to	United States	1008
APT33	relate_to	Saudi Arabia	1009
APT33	relate_to	United States	1010
FireEye 's Advanced Practices	sec_active_time	May 16 , 2019	1011
FireEye 's Advanced Practices	find	APT33	1012
APT33	launch	APT33 activity	1013
APT33	relate_to	Iranian	1014
APT37	hacker_active_time	2012	1015
APT37	relate_to	South Korea	1016
APT37	hacker_active_time	2017	1017
APT37	relate_to	Korean peninsula	1018
APT37	relate_to	Japan	1019
APT37	relate_to	Vietnam	1020
APT37	relate_to	Middle East	1021
APT37	target_industry	chemicals	1022
APT37	target_industry	electronics	1023
APT37	target_industry	manufacturing	1024
APT37	target_industry	aerospace	1025
APT37	target_industry	automotive	1026
APT37	target_organization	healthcare entities	1027
APT37	hacker_active_time	2017	1028
APT37	relate_to	Middle East	1029
APT37	relate_to	North Korean	1030
APT37	target_industry	telecommunications service	1031
telecommunications service	idus_located_at	North Korean	1032
hosting companies	org_located_at	Iranian	1033
APT33	relate_to	Iranian	1034
APT33	relate_to	Iranian	1035
hosting companies	org_located_at	Iranian	1036
APT33	relate_to	Iranian	1037
APT33	relate_to	Iranian	1038
APT33	target_organization	hosting companies	1039
APT33	target_organization	hosting companies	1040
hosting companies	org_located_at	Iran	1041
APT33	relate_to	Iran	1042
APT33	relate_to	Iran	1043
APT37	relate_to	North Korean	1044
APT37	relate_to	North Korea	1045
APT37	hacker_active_time	2017	1046
APT37	relate_to	Middle Eastern	1047
APT37	target_organization	company	1048
APT37	relate_to	North Korean	1049
APT37	target_industry	telecommunications service	1050
company	org_located_at	Middle Eastern	1051
telecommunications service	idus_located_at	North Korean	1052
APT37	target_organization	research fellow	1053
APT37	target_organization	advisory member	1054
APT37	target_organization	journalist	1055
APT37	relate_to	North Korean	1056
APT37	target_organization	strategic organizations	1057
research fellow	org_located_at	North Korean	1058
advisory member	org_located_at	North Korean	1059
journalist	org_located_at	North Korean	1060
strategic organizations	org_located_at	North Korean	1061
APT37	use_tool	SLOWDRIFT malware	1062
APT37	target_organization	academic	1063
APT37	target_organization	strategic institutions	1064
APT37	relate_to	South Korea	1065
academic	org_located_at	South Korea	1066
strategic institutions	org_located_at	South Korea	1067
APT37	relate_to	Middle East	1068
APT37	relate_to	North Korean	1069
APT37	target_organization	company	1070
company	org_located_at	North Korean	1071
APT37	use_tool	KARAE malware	1072
APT37	relate_to	South Korean	1073
FireEye	find	APT37	1074
APT37	hacker_active_time	November 2017	1075
APT37	exploit	zero-day Adobe Flash vulnerability	1076
APT37	exploit	CVE-2018-4878	1077
APT37	use_tool	DOGCALL malware	1078
APT37	relate_to	South Korean	1079
FireEye iSIGHT Intelligence	find	APT37	1080
APT37	hacker_active_time	November 2017	1081
APT37	exploit	zero-day Adobe Flash vulnerability	1082
APT37	exploit	CVE-2018-4878	1083
APT37	use_tool	DOGCALL malware	1084
APT37	relate_to	South Korean	1085
APT37	hacker_active_time	April 2017	1086
APT37	relate_to	South Korean	1087
APT37	target_organization	military	1088
APT37	target_organization	government organizations	1089
APT37	use_tool	DOGCALL backdoor	1090
APT37	use_tool	RUHAPPY wiper malware	1091
military	org_located_at	South Korean	1092
government organizations	org_located_at	South Korean	1093
APT37	use_tool	KARAE malware	1094
APT37	use_way	distributed denial-of-service	1095
APT37	use_way	DDoS	1096
APT37	launch	attacks	1097
APT37	launch	activity	1098
APT37	have_purpose	financially	1099
APT37	launch	campaigns	1100
APT37	relate_to	North Korean	1101
APT37	relate_to	North Korea	1102
APT37	relate_to	Middle East	1103
APT37	hacker_active_time	2017	1104
APT37	relate_to	North Korean	1105
APT37	relate_to	North Korea	1106
APT37	relate_to	Middle Eastern	1107
APT37	target_organization	company	1108
APT37	hacker_active_time	2017	1109
APT37	relate_to	North Korean	1110
APT37	relate_to	North Korea	1111
company	org_located_at	Middle Eastern	1112
APT37	hacker_active_time	May 2017	1113
APT37	use_way	spear phishing lure	1114
APT37	target_organization	board member	1115
APT37	relate_to	Middle Eastern	1116
APT37	target_organization	financial company	1117
board member	org_located_at	Middle Eastern	1118
financial company	org_located_at	Middle Eastern	1119
APT37	relate_to	North Korean	1120
ScarCruft	relate_to	Russia	1121
ScarCruft	relate_to	Nepal	1122
ScarCruft	relate_to	South Korea	1123
ScarCruft	relate_to	China	1124
ScarCruft	relate_to	India	1125
ScarCruft	relate_to	Kuwait	1126
ScarCruft	relate_to	Romania	1127
APT group	relate_to	Russia	1128
APT group	relate_to	Nepal	1129
APT group	relate_to	South Korea	1130
APT group	relate_to	China	1131
APT group	relate_to	India	1132
APT group	relate_to	Kuwait	1133
APT group	relate_to	Romania	1134
ScarCruft	launch	Operation Daybreak	1135
APT group	launch	Operation Daybreak	1136
ScarCruft APT	launch	Operation Daybreak	1137
ScarCruft APT	launch	attacks	1138
ScarCruft APT	launch	Operation Erebus	1139
attackers	launch	Operation Daybreak	1140
attackers	have_purpose	infect high profile targets	1141
attackers	use_way	spear-phishing e-mails	1142
